,Header,Description,Time,Label
1890,Democrats Hold Double-Digit Lead in Competitive Districts,"Summary of Findings With less than two weeks to go before the midterm elections, the Democrats not only continue to maintain a double-digit advantage nationally, but also lead by the same margin in the competitive districts that will determine which party controls the House of Representatives. Nationally, the Democrats hold a 49%-38% lead among registered […]",2006-10-26T00:00:00+00:00,report
1891,"New Workers, New Workplaces: Digital ‘Natives’ Invade the Workplace","Young workers who have grown up with the internet, cell phones, video games, iPods, and digital cameras are different from their elders. Those who are now hiring the young “digital natives” need to know how their new world has shaped their behavio…",2006-09-28T00:00:00+00:00,presentation
1892,Republicans Cut Democratic Lead in Campaign’s Final Days,"Summary of Findings A nationwide Pew Research Center survey finds voting intentions shifting in the direction of Republican congressional candidates in the final days of the 2006 midterm campaign. The new survey finds a growing percentage of likely voters saying they will vote for GOP candidates. However, the Democrats still hold a 48% to 40% […]",2006-11-05T00:00:00+00:00,report
1893,What’s Next for the Ethnic Media?,"While much of US news media endured shrinking audiences recently, ethnic media have seen growth. In our seventh roundtable discussion, industry analysts assess the growing clout of ethnic news outlets in the US as well as the formidable business challenges they face, including slowing industry growth.",2006-08-21T00:00:00+00:00,report
1894,Digital ’Natives’ Invade the Workplace,Newcomers to the world of work may find that their bosses are strangers in the digital world,2006-09-28T00:00:00+00:00,report
1895,Growth in the Foreign-Born Workforce and Employment of the Native Born,Rapid increases in the foreign-born population at the state level are not associated with negative effects on the employment of native-born workers.,2006-08-10T00:00:00+00:00,report
1896,2006 National Survey of Latinos,"Latinos are feeling more discriminated against, politically energized and unified following the immigration policy debate and the pro-immigration marches this spring.",2006-07-13T00:00:00+00:00,report
1897,"American Work Life is Worsening, But Most Workers Still Content","Americans are generally satisfied with their own jobs but believe that wages, benefits, job security and employer loyalty have deteriorated over the past generation for most workers, a new survey finds.",2006-08-30T00:00:00+00:00,report
1898,Latino Labor Report 2006: Strong Gains in Employment,The Hispanic unemployment rate reached a historic low in the second quarter of 2006.,2006-09-27T00:00:00+00:00,report
1899,Border Crossing Cards,The number of individual entries by Mexicans and Canadians who have border crossing cards and were authorized for temporary stays in the U.S. in 2004.,2006-08-02T00:00:00+00:00,short reads
1900,Cubans in the United States,"Compared with the rest of the Hispanic population in the United States, Cubans are older, have a higher level of education, higher median household income and higher rate of home ownership.",2006-08-25T00:00:00+00:00,fact sheet
1901,Understanding Religion’s Role in the 2006 Election,"Key West, Florida Some of the nation’s leading journalists and distinguished scholars gathered in Key West, Fla., in December 2006 for the Pew Forum’s biannual Faith Angle Conference on religion, politics and public life. To help journalists better understand the role religion played in the 2006 midterm election, Pew Forum Senior Fellow John Green and […]",2006-12-05T00:00:00+00:00,transcript
1902,The 2006 National Survey of Latinos: The Immigration Debate,This survey was the first major public opinion poll of the Hispanic population to be conducted after the spring 2006 pro-immigration marches and congressional debate.,2006-07-13T00:00:00+00:00,report
1903,Gender and Migration,America departs from a reported worldwide trend toward an increasing number of female migrants. The continued predominance of male migrants into the United States is explained by the relatively large proportion of illegal entrants among their numbers.,2006-07-06T00:00:00+00:00,report
1904,Gender and Migration,"Reflecting broad changes in their social and economic status, women around the world have been migrating more in recent decades and as a result have constituted an increasing share of migrant populations almost everywhere.",2006-07-05T00:00:00+00:00,report
1905,Muslims in Europe: Economic Worries Top Concerns About Religious and Cultural Identity,Few Signs of Backlash From Western Europeans,2006-07-06T00:00:00+00:00,report
1906,Many Americans Uneasy with Mix of Religion and Politics,"Introduction and Summary The relationship between religion and politics is a controversial one. While the public remains more supportive of religion’s role in public life than in the 1960s, Americans are uneasy with the approaches offered by both liberals and conservatives. Fully 69% of Americans say that liberals have gone too far in keeping religion […]",2006-08-24T00:00:00+00:00,report
1907,The Optimistic Immigrant,"Hispanics in general, and recent immigrants in particular, are more inclined than blacks or whites to take an upbeat view about one of the most enduring tenets of the American dream — that each generation will do better in life than the one that preceded it.",2006-05-30T00:00:00+00:00,report
1908,Hispanic Attitudes Toward Learning English,Hispanics by a large margin believe that immigrants have to speak English to be a part of American society and even more so that English should be taught to the children of immigrants.,2006-06-07T00:00:00+00:00,fact sheet
1909,Allons Enfants de la Patrie,That’s the proportion of the French public who — in the context of the riots that swept France this year — express sympathy toward the youths from immigrant and working class suburbs who felt frustrated by their place in French society.,2006-07-11T00:00:00+00:00,short reads
1910,"Democrats Hold Solid Lead; Strong Anti-Incumbent, Anti-Bush Mood","Summary of Findings As the congressional midterm campaign begins in earnest, the mood of the electorate is sharply drawn. Voters are disappointed with Congress and disapproving of President Bush. Anti-incumbent sentiment, while a bit lower than a few months ago, is far more extensive than in the previous two midterms and remains close to 1994 […]",2006-09-14T00:00:00+00:00,report
1911,"Democrats More Eager to Vote, But Unhappy with Party","Summary of Findings With less than five months to go before Election Day, Democrats hold two distinct advantages in the midterm campaign that they have not enjoyed for some time. First, Americans continue to say they favor the Democratic candidate in their district, by a 51% to 39% margin. Second, the level of enthusiasm about […]",2006-06-27T00:00:00+00:00,report
1912,Islam and the West: How Great a Divide?,"Washington, D.C. On July 7, 2006, the Pew Global Attitudes Project released an international survey focusing on Muslim and Western perceptions of each other and on the Muslim experience in Europe. The poll surveyed more than 14,000 people in 13 nations: India, Egypt, Indonesia, Jordan, Nigeria, Pakistan, Russia, Turkey, the United States, Britain, France, Germany […]",2006-07-10T00:00:00+00:00,transcript
1913,The Christmas Wars: Religion in the American Public Square,"Washington, D.C. Every year as the holiday season gets underway, debates break out across the country over the appropriateness of religious displays in public spaces, such as crèches and menorahs placed in town halls. But the so-called “Christmas wars” are only a small part of a much larger debate concerning the proper place of religion […]",2006-12-12T00:00:00+00:00,transcript
1914,"Iraq Views Improve, Small Bounce for Bush","Summary of Findings Americans are now more positive about the way things are going in Iraq than in the past few months, following the killing of Abu Musab al-Zarqawi and President Bush’s brief visit to the country. Optimism about the U.S. achieving its goals in Iraq, which sagged in the spring, has rebounded. But this […]",2006-06-20T00:00:00+00:00,report
1915,National Guard on Border Patrol,That’s the number of National Guard troops that could be assigned to a stint on the southwest border over the next year.,2006-06-19T00:00:00+00:00,short reads
1916,Cable News: A Maturing Platform with an Uncertain Future,A Pew Project for Excellence in Journalism roundtable brings together a panel of cable news industry leaders. Some predict the medium will adapt to the changing news consumer while others believe dramatic innovations are necessary.,2006-08-17T00:00:00+00:00,report
1917,The French-Muslim Connection,"When Muslim youths rioted in French suburbs last year, critics were quick to fault the French assimilation model. But recent findings suggest that the French can claim some success.",2006-08-17T00:00:00+00:00,report
1918,The State of American Public Opinion on Immigration in Spring 2006: A Review of Major Surveys,This fact sheet offers a review of findings on immigration from some of the major public opinion polls taken since January.,2006-05-17T00:00:00+00:00,fact sheet
1919,American Attitudes Hold Steady in Face of Foreign Crises,"Summary of Findings The public is paying a great deal of attention to major overseas events – the reported terrorist plot against U.S. trans-Atlantic jet liners, the war in Lebanon, as well as the ongoing violence in Iraq. However, there is little indication that these dramatic stories have materially changed public attitudes. Worries about another […]",2006-08-17T00:00:00+00:00,report
1920,Attitudes Toward Immigration in Red and Blue,"New analysis finds predominantly Republican “red” as well as swing counties significantly more opposed to immigration – both legal and illegal – than are predominantly Democratic “blue” counties, where immigrants are much more populous.",2006-05-09T00:00:00+00:00,report
1921,Modes of Entry for the Unauthorized Migrant Population,Nearly half of all the unauthorized migrants now living in the United States entered the country legally through a port of entry such as an airport or a border crossing point where they were subject to inspection by immigration officials.,2006-05-22T00:00:00+00:00,fact sheet
1922,Public Worried about Iran but Wary of Military Action,"Summary of Findings Most Americans believe that Iran wants to possess nuclear technology in order to develop nuclear weapons, not energy. But there is broad public opposition to launching U.S. air strikes against military targets in Iran, with multilateral sanctions by far the preferred option approach for dealing with the situation. More than eight-in-ten Americans […]",2006-05-16T00:00:00+00:00,report
1923,Attitudes Toward Immigration in Red and Blue,,2006-05-09T00:00:00+00:00,report
1924,Many Americans Uneasy with Mix of Religion and Politics,Navigate this Report Introduction and Summary Section I – Religion and Public Life Section II – Religion and Politics Section III – Religion and Science Section IV – Religious Beliefs About the Survey Introduction and Summary The relationship between religion and politics is a controversial one. While the public remains more supportive of religion’s role […],2006-08-24T00:00:00+00:00,report
1925,Attitudes Toward Immigration: In the Pulpit and the Pew,Church leaders and members don’t always agree about undocumented migrants.,2006-04-25T00:00:00+00:00,report
1926,Attitudes Toward Immigration: In Black and White,African Americans are often more sympathetic to immigrants – except when it comes to jobs.,2006-04-25T00:00:00+00:00,report
1927,Legislating International Religious Freedom,"Library of Congress Washington, D.C. With the passage of the International Religious Freedom Act in 1998, the United States became one of the few countries in the world to make promotion of religious freedom an explicit foreign policy goal. The act, signed into law by President Clinton, established an Office of International Religious Freedom at […]",2006-11-20T00:00:00+00:00,transcript
1928,"Five Years After 9/11, ’Dialogue’ with Islam Cause for Hope","Bethesda, Maryland A native of Pakistan who served as his country’s high commissioner to Great Britain, Akbar Ahmed offers the unique perspective of an anthropologist who has lived in and studied both Islamic and Western cultures. The BBC has described him as “the world’s leading authority on contemporary Islam.” He is the principal investigator for […]",2006-08-22T00:00:00+00:00,transcript
1929,Press Conference,"Los Angeles, California The Pew Forum held a telephone news conference with reporters across the country to discuss key findings from a new international poll, Spirit and Power: A 10-Country Survey of Pentecostals. Speakers: Luis Lugo, Director, The Pew Forum on Religion & Public Life John Green, Senior Fellow in Religion and American Politics, The […]",2006-10-05T00:00:00+00:00,transcript
1930,Attitudes Toward Immigration: In Black and White,"The issue of immigration leaves many Americans deeply conflicted. But the social and economic cross-pressures may be greatest on African Americans, who express relatively positive opinions of immigrants even as they view them as competitors for scarce job opportunities. Read complete poll analysis at pewresearch.org",2006-04-26T00:00:00+00:00,report
1931,"Five Years After 9/11, The Clash of Civilizations Revisited","Martha’s Vineyard, Massachusetts A reviewer of political scientist Samuel P. Huntington’s first book compared him unfavorably to Mussolini. A reviewer of his 19th and latest book dubbed him “Patrick Buchanan with footnotes.” But those reactions were mild compared with the controversy over the international political paradigm advanced in Huntington’s most influential book, The Clash of […]",2006-08-18T00:00:00+00:00,transcript
1932,Cable TV at a Crossroads,"In the sixth of our roundtable discussions on the future of the news media, our expert panelists say that cable TV news has rapidly become a mature platform that faces serious challenges from fresher technologies and information-saturated viewers.",2006-08-14T00:00:00+00:00,report
1933,God’s Country? Evangelicals and U.S. Foreign Policy,"Pew Research Center Washington, D.C. In his recent article in Foreign Affairs, Walter Russell Mead argues that as U.S. evangelicals exert increasing political influence, they are becoming a powerful force in foreign affairs. In recent years, evangelicals have voted overwhelmingly Republican, helping to put conservatives at the helm of U.S. foreign policy, while focusing their […]",2006-09-26T00:00:00+00:00,transcript
1934,No Clamor for Amendment From Flag-Waving Public,"About two-in-three Americans fly the flag. Nearly three-in-four say flag burning should be illegal. Roughly half say it should be unconstitutional. But despite these protective instincts, there’s been no public clamor demanding that Congress take steps to defend Old Glory against burners and desecrators.",2006-06-28T00:00:00+00:00,report
1935,Islam and the West: Searching for Common Ground,Remarks of Andrew Kohut to the Senate Foreign Relations Committee Hearing,2006-07-18T00:00:00+00:00,report
1936,Timothy Samuel Shah Explains ’Why God is Winning’,"Washington, D.C. For much of the 20th century, social scientists and policymakers argued that democratization and modernity would render religion insignificant and irrelevant. They were wrong, says Timothy Shah, senior Pew Forum fellow in religion and world affairs, who contends religion is booming in many countries and democracy has given religious leaders a growing political […]",2006-07-18T00:00:00+00:00,transcript
1937,Estimates of the Unauthorized Migrant Population for States based on the March 2005 CPS,This fact sheet presents estimates for the number of unauthorized migrants living in the 50 states and the District of Columbia based on a well-established methodology applied to data from the March 2005 Current Population Survey.,2006-04-26T00:00:00+00:00,fact sheet
1938,America’s Immigration Quandary,"Introduction Americans are increasingly concerned about immigration. A growing number believe that immigrants are a burden to the country, taking jobs and housing and creating strains on the health care system. Many people also worry about the cultural impact of the expanding number of newcomers in the U.S. Yet the public remains largely divided in […]",2006-03-30T00:00:00+00:00,report
1939,America’s Immigration Quandary,"A growing number of Americans believe that immigrants are a burden to the country, taking jobs and housing and creating strains on the health care system. Many people also worry about the cultural impact of the expanding number of newcomers in the U.S.",2006-03-30T00:00:00+00:00,report
1940,The Labor Force Status of Short-Term Unauthorized Workers,"In order to better understand the impact of some proposals before Congress, this fact sheet examines the labor force status of unauthorized workers who have been in the country for five years or less.",2006-04-13T00:00:00+00:00,fact sheet
1941,Public Disillusionment with Congress at Record Levels,"Summary of Findings The American public is angry with Congress, and this is bad news for the Republican Party. The belief that this Congress has accomplished less than its predecessors is markedly higher than at any point in the past nine years, and by a wide margin Republican leaders are blamed for this. Many more […]",2006-04-20T00:00:00+00:00,report
1942,"Once Again, The Future Ain’t What It Used to Be",The idea that each generation of children will grow up to be better off than the one that preceded it has always been a part of the American dream.,2006-05-02T00:00:00+00:00,report
1943,Recently Arrived Migrants and the Congressional Debate on Immigration,Some of the proposals in immigration legislation under consideration in the U.S. Congress would distinguish between unauthorized migrants of long standing and those more recently arrived.,2006-04-05T00:00:00+00:00,fact sheet
1944,Defining Ourselves as Catholic Democrats,"Phoenix Park Hotel Washington, D.C. In February of this year, Congresswoman Rosa DeLauro, D-Conn., led a coalition of 55 Catholic House Democrats in issuing a “Statement of Principles,” which explains how religious faith and the church’s social teachings influence them as legislators. The statement is also a public effort by Catholic Democrats to redefine themselves […]",2006-06-08T00:00:00+00:00,transcript
1945,Islam and the Global War on Terrorism in Latin America,"National Defense University Washington, D.C. The Pew Forum co-sponsored a symposium with the National Defense University’s School for National Security Executive Education on “Religion, Conflict and the Global War on Terrorism in Latin America.” A panel entitled “Islam and the Global War on Terrorism in Latin America” featured Col. Curtis Connell, USAF, and Vitoria Peres […]",2006-04-06T00:00:00+00:00,transcript
1946,"Two Americas, One American",The differences that divide us are much smaller than those that set us apart from the rest of the world,2006-06-06T00:00:00+00:00,report
1947,"Two Americas, One American",The Differences that Divide Us are Much Smaller than Those that Set Us Apart from the Rest of the World,2006-06-06T00:00:00+00:00,report
1948,The Iraq-Vietnam Difference,"This time, the opposition runs strongly along party lines.",2006-05-15T00:00:00+00:00,report
1949,Moved by the Spirit: Pentecostal Power & Politics after 100 Years,"University of Southern California Los Angeles, California April 2006 marked the 100th anniversary of the beginning of the Azusa Street revival in Los Angeles, an event that is often cited as the birth of modern pentecostalism. Since then, pentecostalism has emerged as one of the fastest-growing Christian movements in the world. Nowhere is this more […]",2006-04-24T00:00:00+00:00,transcript
1950,Is There a Global Resurgence of Religion?,"National Press Club Washington, D.C. At a time when some analysts see a worldwide resurgence of religion, University of Michigan Research Professor Ronald Inglehart says the picture is more complex. The Pew Forum and the Council on Foreign Relations hosted a presentation by Inglehart, who chairs the World Values Survey, an investigation by a global […]",2006-05-08T00:00:00+00:00,transcript
1951,State of the News Media 2006: Ethnic and Alternative Media,"The ethnic media continued to grow in 2005 with the continuing growth in immigration in the U.S. And while some of the data are soft, and there were even signs of declines in the circulation of print publications, the general picture was robust.",2006-03-19T00:00:00+00:00,report
1952,Is There A Culture War?,"Key West, Florida Some of the nation’s leading journalists gathered in Key West, Florida, in May 2006 for the Pew Forum’s biannual Faith Angle Conference on religion, politics and public life. Conference speakers James Davison Hunter, author of the widely acclaimed Culture Wars: The Struggle to Define America, and long-time critic Alan Wolfe, author of […]",2006-05-23T00:00:00+00:00,transcript
1953,"States, Flush with Cash, Still Face Tough Issues","From Medicaid to immigration, state lawmakers grapple with contentious issues as elections loom.",2006-01-31T00:00:00+00:00,report
1954,"Religion, Security and the Future of Latin America","National Defense University Washington, D.C. The Pew Forum co-sponsored a symposium with the National Defense University’s School for National Security Executive Education on “Religion, Conflict and the Global War on Terrorism in Latin America.” In a presentation entitled “Religion, Security and the Future of Latin America,” keynote speaker Howard Wiarda of the University of Georgia, […]",2006-04-06T00:00:00+00:00,transcript
1955,Economy Now Seen Through Partisan Prism,"Summary of Findings As President Bush prepares for his Jan. 31 State of the Union address, the public remains skeptical that the economy is improving, in spite of recent positive signals. Overall, about a third of Americans (34%) rate economic conditions as excellent or good, while nearly twice that number say they are fair or […]",2006-01-24T00:00:00+00:00,report
1956,"India: Pro-America, Pro-Bush","Bucking the Global Trend, U.S. Popularity Soared among Indians in ’05",2006-02-28T00:00:00+00:00,report
1957,Bush a Drag on Republican Midterm Prospects,"Summary of Findings Nine months before the midterm elections, the Democrats hold a sizable lead in the congressional horse race and an advantage on most major issues. Democrats lead by 50%-41% among registered voters in the test ballot, which is little changed from last September (52%-40%). While retaining a huge advantage on traditional party strengths […]",2006-02-09T00:00:00+00:00,report
1958,The Occupational Status and Mobility of Hispanics,"Hispanics and whites perform different types of work in the labor market. Moreover, the occupational divide between the two largest segments of the labor force appears to be widening.",2005-12-15T00:00:00+00:00,report
1959,"Religion, Moral Values and the Democratic Party","Key West, Florida Some of the nation’s leading journalists and distinguished scholars gathered in Key West, Florida, in May 2006 for the Pew Forum’s biannual Faith Angle Conference on religion, politics and public life. Conference speaker William A. Galston, a senior fellow at the Brookings Institution and formerly a key domestic policy adviser to President […]",2006-05-22T00:00:00+00:00,transcript
1960,Christianity and Conflict in Latin America,"National Defense University Washington, D.C. The Pew Forum co-sponsored a symposium with the National Defense University’s School for National Security Executive Education on “Religion, Conflict and the Global War on Terrorism in Latin America.” A panel entitled “Christianity and Conflict in Latin America” featured Paul Freston, of Calvin College, and Virginia Garrard-Burnett, of University of […]",2006-04-06T00:00:00+00:00,transcript
1961,"Survey of Mexican Migrants, Part Three","The vast majority of undocumented migrants from Mexico were gainfully employed before they left for the United States. Thus, failure to find work at home does not seem to be the primary reason that the estimated 6.3 million undocumented migrants from Mexico have come to the U.S.",2005-12-06T00:00:00+00:00,report
1962,Are We Happy Yet?,"Some of us are happier than others, and this variance helps to paint a portrait of the kind of people Americans are. It also casts doubt on some of the famous wisdom on the subject.",2006-02-13T00:00:00+00:00,report
1963,An Uncertain Road: Muslims and the Future of Europe,"Introduction Throughout Europe today, it is not uncommon to see women wearing headscarves and men with skull caps and beards. On many European streets, shops now sport signs in Arabic and other Near Eastern languages and sell an array of exotic looking products from the Middle East and other parts of the Islamic world. Indeed, […]",2005-10-19T00:00:00+00:00,report
1964,The Higher Drop-Out Rate of Foreign-Born Teens,"A report on high school enrollment points to the importance of schooling abroad in understanding the dropout problem for immigrant teens, finding that those teens have often fallen behind in their education before reaching the United States.",2005-11-01T00:00:00+00:00,report
1965,100th Anniversary of Secularism in France,"Introduction December 9, 2005, marks the 100th anniversary of secularism in France, known as “laïcité.” In 1905 the French government passed a law stipulating “the separation of churches and the state,” thus enshrining secularism as a national principle. The law, which barred the state from officially recognizing, funding or endorsing religious groups, represented a major […]",2005-12-09T00:00:00+00:00,report
1966,"Rise, Peak and Decline: Trends in U.S. Immigration 1992 – 2004","The number of migrants coming to the United States each year, legally and illegally, grew very rapidly starting in the mid-1990s, hit a peak at the end of the decade, and then declined substantially after 2001.",2005-09-27T00:00:00+00:00,report
1967,Attitudes toward Immigrants and Immigration Policy: Surveys among Latinos in the U.S. and in Mexico,A survey of U.S. Latinos shows that views are not unanimous on unauthorized migrants and U.S. policy toward them.,2005-08-16T00:00:00+00:00,report
1968,"Opinion Leaders Turn Cautious, Public Looks Homeward","Introduction and Summary Preoccupied with war abroad and growing problems at home, U.S. opinion leaders and the general public are taking a decidedly cautious view of America’s place in the world. Over the past four years, opinion leaders have become less supportive of the United States playing a “first among equals” role among the world’s […]",2005-11-17T00:00:00+00:00,report
1969,Believing Without Belonging: Just How Secular Is Europe?,"Key West, Florida Some of the nation’s leading journalists gathered in Key West, Florida, in December 2005 for the Pew Forum’s biannual Faith Angle Conference on religion, politics and public life. Conference speaker Grace Davie, who has a chair in the Sociology of Religion at the University of Exeter and is the director of the […]",2005-12-05T00:00:00+00:00,transcript
1970,The Black and White of Public Opinion,"In the wake of Hurricane Katrina, public opinion surveys as well as media reporting portrayed an America deeply divided along racial lines. In an early September Pew survey, for example, two-thirds of African Americans, but fewer than one-in-five whites, said that the government response would have been faster had most victims been white. This raises […]",2005-10-31T00:00:00+00:00,report
1971,The New Latino South: The Context and Consequences of Rapid Population Growth,The Hispanic population is growing faster in much of the South than anywhere else in the United States.,2005-07-26T00:00:00+00:00,report
1972,"Judicial Faith? Ideology, Religion and the Rule of Law: A Conversation with Noah Feldman","Pew Research Center Washington, D.C. Just weeks before the Senate confirmation hearings of Judge Samuel A. Alito, President Bush’s nominee for the U.S. Supreme Court, the Forum held a discussion for journalists and other policy leaders on the role of religion in the judicial confirmation process. The discussion featured Noah Feldman, a law professor at […]",2005-12-01T00:00:00+00:00,transcript
1973,Unauthorized Migrants: Numbers and Characteristics,"Most of the unauthorized population lives in families, a quarter has at least some college education and illegal workers can be found in many sectors of the US economy.",2005-06-14T00:00:00+00:00,report
1974,Building a ’Harmonious Society’ in China,"Center for Strategic & International Studies Washington, D.C. During the past year, Chinese President Hu Jintao and the leadership of the Communist Party of China have emphasized “building a harmonious society” in the face of escalating social and economic challenges resulting from China’s rapid economic growth. The Pew Forum on Religion & Public Life co-hosted […]",2005-09-26T00:00:00+00:00,transcript
1975,"Economy, Iraq Weighing Down Bush Popularity","Summary of Findings Americans are critical of President Bush’s job performance in many policy areas, but negative opinions of his handling of the economy and Iraq are doing the most damage to his overall approval rating, which now stands at 43%. Just 35% approve of the president’s handling of the economy, down from 43% in […]",2005-05-19T00:00:00+00:00,report
1976,"Latino Labor Report, 2004",Hispanic workers enjoyed significant gains in employment in 2004. But the concentration of Latinos in relatively low-skill occupations contributed to reduced earnings for them for the second year in a row.,2005-05-02T00:00:00+00:00,report
1977,Beyond Red vs. Blue,"Part 1: Principal Findings Coming out of the 2004 election, the American political landscape decidedly favored the Republican Party. The GOP had extensive appeal among a disparate group of voters in the middle of the electorate, drew extraordinary loyalty from its own varied constituencies, and made some inroads among conservative Democrats. These advantages outweighed continued […]",2005-05-10T00:00:00+00:00,report
1978,Islamic Extremism: Common Concern for Muslim and Western Publics,"Concerns over Islamic extremism, extensive in the West even before this month’s terrorist attacks in London, are shared to a considerable degree by the publics in several predominantly Muslim nations surveyed.",2005-07-14T00:00:00+00:00,report
1979,"The Biology Wars: The Religion, Science and Education Controversy","Key West, Florida Some of the nation’s leading journalists gathered in Key West, Florida, in December 2005 for the Pew Forum’s biannual Faith Angle Conference on religion, politics and public life. Conference speaker Edward J. Larson, Talmadge Chair of Law and Russell Professor of American History at the University of Georgia, discussed the history of […]",2005-12-05T00:00:00+00:00,transcript
1980,"U.S. Image Up Slightly, But Still Negative","Anti-Americanism in Europe, the Middle East and Asia, which surged as a result of the U.S. war in Iraq, shows modest signs of abating. But the United States remains broadly disliked in most countries surveyed, and the opinion of the American people is not as positive as it once was.",2005-06-23T00:00:00+00:00,report
1981,The Coming Religious Wars? Demographics and Conflict in Islam and Christianity,"Pew Research Center Washington, D.C. The Pew Forum on Religion & Public Life and the Council on Foreign Relations co-hosted a roundtable to explore geopolitical implications of the growth, distribution and migration of Muslim and Christian populations. Population momentum – rapid growth due to previously high fertility rates – is a critical issue in the […]",2005-05-18T00:00:00+00:00,transcript
1982,IV. The Dean Activists,"Different Kind of Democrat Dean activists are a distinctive group within their own party. As a group, they are much more racially homogenous than the general public or Democrats. More than nine-in-ten Dean activists (92%) are white and just 1% are African American. By comparison, the public is 79% white, as are about two-thirds of […]",2005-04-06T00:00:00+00:00,report
1983,State of the News Media 2005: Ethnic/Alternative Media,"As the immigrant population of the U.S. continues to grow, so too, apparently, do the ethnic media.",2005-03-19T00:00:00+00:00,report
1984,"Survey of Mexican Migrants, Part Two",The survey findings reveal whether the migrants would vote if they could and which segments of the migrant population are likely to meet key eligibility requirements.,2005-03-14T00:00:00+00:00,report
1985,Estimates of the Size and Characteristics of the Undocumented Population,"The undocumented population of the US now numbers nearly 11 million people, including more than 6 million Mexicans according to new estimates based on the most recent official data available.",2005-03-21T00:00:00+00:00,report
1986,"Survey of Mexican Migrants, Part One",Most Mexican migrants want to remain in this country indefinitely but would participate in a temporary worker program that granted them legal status for a time and eventually required them to return to Mexico.,2005-03-02T00:00:00+00:00,report
1987,Survey of Mexican Migrants,"The Pew Hispanic Center conducted an unprecedented survey of Mexican migrants in the United States, including thousands who say they have no U.S.-issued identity documents.",2005-03-02T00:00:00+00:00,report
1988,Stories about the impact of the internet,We ask people to tell us about the ways they have been affected by their use of the internet and here are some memorable ones.,2005-03-27T00:00:00+00:00,report
1989,Hispanics: A People in Motion,"The places Latinos live, the jobs they hold, the schooling they complete, the languages they speak, even their attitudes on key political and social issues, are all in flux.",2005-01-24T00:00:00+00:00,report
1990,Politics and Values in a 51%-48% Nation,"Summary of Findings This report is an excerpt from chapter one of the book Trends 2005, produced by the Pew Research Center. Public attitudes on national security are now much more strongly associated with partisan affiliation than they were in the late 1990s. A comprehensive study of long-term public values finds that beliefs about national […]",2005-01-24T00:00:00+00:00,report
1991,"Prominent Editor, Demographer to Join Pew Research Center","WASHINGTON, Jan. 12 — The Pew Research Center, an independent, non-partisan “fact tank” that generates information on important issues and trends, today announced the hiring of two new senior staff members, Jodie T. Allen and Jeffrey S. Passel. Allen will serve as senior editor at the Center. She comes to the position from U.S. News […]",2005-01-12T00:00:00+00:00,report
1992,Dispersal and Concentration: Patterns of Latino Residential Settlement,Some 20 million Hispanics—57 percent of the total—lived in neighborhoods in which Hispanics made up less than half of the population at the time of the 2000 census.,2004-12-27T00:00:00+00:00,report
1993,Secular Europe and Religious America: Implications for Transatlantic Relations,"Pew Research Center Washington, D.C. The Pew Forum on Religion & Public Life and the Council on Foreign Relations co-hosted a luncheon roundtable entitled “Secular Europe and Religious America: Implications for Transatlantic Relations” on April 21, 2005 at the Pew Research Center in Washington, D.C. According to a 2002 Pew Global Attitudes survey, there are […]",2005-04-21T00:00:00+00:00,transcript
1994,Trends 2005: A look at changes in American life,"A new survey of the core values of the American public has found that beliefs about national security are now twice as important as economic, social or religious values in shaping people’s partisan identification. Five year ago, these national security attitudes barely registered as a correlate of partisanship. The findings, which are presented in a […]",2005-01-25T00:00:00+00:00,report
1995,Shades of Belonging,"The findings of this study suggest that Hispanics see race as a measure of belonging, and whiteness as a measure of inclusion, or of perceived inclusion.",2004-12-06T00:00:00+00:00,report
1996,Pope Benedict XVI and World Affairs,"Pew Research Center Washington, D.C. On April 19, Cardinal Joseph Ratzinger of Germany became Benedict XVI, the 265th pontiff. Under the leadership of his predecessor, John Paul II, the Catholic Church gained remarkable global influence. From his role in the downfall of Communism to his ecumenical overtures to the Muslim world, John Paul II positioned […]",2005-04-29T00:00:00+00:00,transcript
1997,Myths of the Modern Megachurch,"Key West, Florida Some of the nation’s leading journalists gathered in Key West, Florida, in May 2005 for the Pew Forum’s biannual Faith Angle conference on religion, politics and public life. Conference speaker Rick Warren, pastor of the largest church in America, addressed misconceptions many Americans have about mega-churches. He also discussed his best-selling book, […]",2005-05-23T00:00:00+00:00,transcript
1998,The Wealth of Hispanic Households: 1996 to 2002,Hispanic households have less than ten cents for every dollar in wealth owned by White households.,2004-10-18T00:00:00+00:00,report
1999,"Right to Die? Legal, Ethical and Public Policy Implications","10:00 a.m.-noon National Press Club Washington, D.C. Sponsored by The Pew Forum on Religion & Public Life, The Federalist Society, and The Constitution Project End of life decisions have been much in the news lately, with the Schiavo case and the late Pope’s medical treatment dominating recent headlines. Interest in this issue is likely to […]",2005-05-06T00:00:00+00:00,transcript
2000,Does “Muslim” Turkey Belong in “Christian” Europe?,"9:30am-11am National Press Club Washington, D.C. Speakers: Jonathan Davidson, Senior Advisor for Political and Academic Affairs, European Commission Delegation to the U.S. Corrado Pirzio-Biroli, Head of the Cabinet of former EU Commissioner Franz Fischler Omer Taspinar, Director, Turkey Program, The Brookings Institution Moderator: Luis Lugo, Director, Pew Forum on Religion & Public Life LUIS LUGO: […]",2005-01-13T00:00:00+00:00,transcript
